36,565.162500
36,565.262500
36,565.512500
36,565.762500
36,566.012500
36,566.262500
36,566.512500
36,566.762500
36,567.012500
36,567.262500
36,567.512500
36,567.762500
36,568.012500
36,568.262500
36,568.512500
36,568.762500
36,569.012500
36,569.262500
36,569.512500
36,569.762500
36,570.012500
36,570.262500
36,570.512500
36,570.762500
36,571.012500
36,571.262500
36,752.650000
36,752.762500
36,753.012500
36,753.262500
36,753.512500
36,753.762500
36,754.012500
36,754.262500
36,754.512500
36,754.762500
36,755.012500
36,755.262500
36,755.512500
36,755.762500
36,756.012500
36,756.262500
36,756.512500
36,756.762500
36,757.012500
36,757.262500
36,757.512500
36,757.762500
36,758.012500
36,758.262500
36,758.512500
25,936.400000
25,936.512500
25,936.762500
25,937.012500
25,937.262500
25,937.512500
25,937.762500
25,938.012500
25,938.262500
25,938.512500
25,938.762500
25,939.012500
25,939.262500
25,939.512500
25,939.762500
25,940.012500
25,940.262500
25,940.512500
25,940.762500
25,941.012500
25,941.262500
25,941.512500
25,941.762500
25,942.012500
25,942.262500
14,1008.300000
12,1008.650000
14,1008.512500
8,1008.862500
10,1008.975000
12,1008.762500
14,1008.762500
8,1009.012500
10,1009.012500
12,1009.012500
14,1009.012500
23,1009.112500
7,1009.425000
8,1009.262500
10,1009.262500
12,1009.262500
13,1009.337500
14,1009.262500
21,1009.487500
22,1009.462500
23,1009.262500
0,1009.687500
3,1009.712500
7,1009.512500
8,1009.512500
10,1009.512500
12,1009.512500
13,1009.512500
14,1009.512500
21,1009.512500
22,1009.512500
23,1009.512500
0,1009.762500
3,1009.762500
6,1009.825000
7,1009.762500
8,1009.762500
10,1009.762500
11,1009.812500
12,1009.762500
13,1009.762500
14,1009.762500
21,1009.762500
22,1009.762500
23,1009.762500
0,1010.012500
1,1010.162500
3,1010.012500
6,1010.012500
7,1010.012500
8,1010.012500
10,1010.012500
11,1010.012500
12,1010.012500
13,1010.012500
14,1010.012500
19,1010.187500
21,1010.012500
22,1010.012500
23,1010.012500
37,1010.212500
0,1010.262500
1,1010.262500
3,1010.262500
5,1010.325000
6,1010.262500
7,1010.262500
8,1010.262500
10,1010.262500
11,1010.262500
12,1010.262500
13,1010.262500
14,1010.262500
19,1010.262500
20,1010.350000
21,1010.262500
22,1010.262500
23,1010.262500
31,1010.300000
32,1010.387500
37,1010.262500
38,1010.500000
0,1010.512500
1,1010.512500
3,1010.512500
5,1010.512500
6,1010.512500
7,1010.512500
8,1010.512500
10,1010.512500
11,1010.512500
12,1010.512500
13,1010.512500
14,1010.512500
18,1010.600000
19,1010.512500
20,1010.512500
21,1010.512500
22,1010.512500
23,1010.512500
24,1010.700000
25,1010.575000
31,1010.512500
32,1010.512500
34,1010.737500
37,1010.512500
38,1010.512500
39,1010.575000
0,1010.762500
1,1010.762500
3,1010.762500
5,1010.762500
6,1010.762500
7,1010.762500
8,1010.762500
10,1010.762500
11,1010.762500
12,1010.762500
13,1010.762500
14,1010.762500
18,1010.762500
19,1010.762500
20,1010.762500
21,1010.762500
22,1010.762500
23,1010.762500
24,1010.762500
25,1010.762500
31,1010.762500
32,1010.762500
34,1010.762500
37,1010.762500
